timestamp,symbol,best_bid,best_ask,spread,total_bid_volume,best_bid_volume,total_ask_volume,best_ask_volume
1732924327208,BTC-USDT,97358.2,97358.3,0.10000000000582077,42.60754361000001,2.51945288,47.06925982000005,0.03587314
1732924327308,BTC-USDT,97353.8,97358.3,4.5,1.77355903,0.02073025,7.458143400000001,0.00927314
1732924327408,BTC-USDT,97358.1,97401.5,43.39999999999418,0.06279081,0.04279081,0.2811923,0.03538
1732924327508,BTC-USDT,97353.8,97358.3,4.5,1.0036582600000001,0.0,0.34425082999999995,0.00977314
1732924327608,BTC-USDT,97342.0,97416.1,74.10000000000582,0.10490887,0.01409855,0.14585319,0.0
1732924328308,BTC-USDT,97337.0,97370.9,33.89999999999418,0.08922737000000001,0.00134734,6.51402238,0.0
1732924328408,BTC-USDT,97342.0,97491.4,149.39999999999418,1.48799979,0.01306944,0.01799,0.01799
1732924328608,BTC-USDT,97154.5,97403.7,249.1999999999971,0.00100417,0.00100417,2.08232476,0.20530209
1732924328808,BTC-USDT,97228.5,97401.4,172.89999999999418,0.12,0.12,0.20530255,0.20530255
1732924328908,BTC-USDT,97343.7,97401.4,57.69999999999709,0.00301038,0.00301038,0.22608048,0.0
1732924329308,BTC-USDT,97342.4,97401.4,59.0,0.00559314,0.00103723,0.25098181999999997,0.0
1732924329508,BTC-USDT,97353.8,97358.9,5.099999999991269,1.4096156799999995,0.03344411,0.69435299,0.0
1732924329608,BTC-USDT,97319.5,97404.0,84.5,0.36124763,0.0,2.0156332299999997,0.16192117
1732924329708,BTC-USDT,97353.8,97358.5,4.69999999999709,2.2754901000000003,0.0,1.05182727,0.02053134
1732924330008,BTC-USDT,97355.1,97358.5,3.3999999999941792,3.1283918500000003,0.03207976,12.190679809999999,0.0
1732924330108,BTC-USDT,97355.7,97361.5,5.80000000000291,2.18614906,0.02167561,1.5701751000000004,0.0
1732924330208,BTC-USDT,97329.4,97436.2,106.80000000000291,0.0061,0.0061,0.01437098,0.0
1732924330308,BTC-USDT,97345.5,97374.7,29.19999999999709,0.25717075,0.2327842,0.43123204000000004,0.0
1732924330408,BTC-USDT,97314.1,97358.3,44.19999999999709,1.03e-05,0.0,6.90602579,0.00974511
1732924330508,BTC-USDT,97355.7,97364.0,8.30000000000291,2.14919844,0.0,1.21680915,0.0526
1732924330608,BTC-USDT,97355.5,97364.0,8.5,0.9292553,0.03333268,1.1600555200000002,0.0
1732924330708,BTC-USDT,97355.5,97366.2,10.69999999999709,0.43802806,0.03457026,0.4544966,0.01675247
1732924330808,BTC-USDT,97355.5,97366.2,10.69999999999709,0.20835089,0.02125323,0.7684788300000001,0.01658332
1732924330908,BTC-USDT,97348.1,97366.2,18.09999999999127,0.30660903999999994,0.0,1.0460111,0.0105154
1732924331008,BTC-USDT,97355.5,97365.4,9.89999999999418,0.65126201,0.02030944,0.46510125,0.02052989
1732924331408,BTC-USDT,97358.1,97365.4,7.2999999999883585,0.08515690000000001,0.02053142,5.9998109,0.0
1732924331508,BTC-USDT,97355.5,97364.1,8.60000000000582,0.72273968,0.0,0.41250778,0.02053016
1732924331608,BTC-USDT,97355.4,97364.0,8.60000000000582,0.30430639,0.0,3.47425163,0.0526
1732924331708,BTC-USDT,97358.2,97364.0,5.80000000000291,3.40296528,2.81191288,8.497769689999998,0.0
1732924331808,BTC-USDT,97355.7,97367.9,12.19999999999709,0.8213975299999999,0.02223555,1.3760363899999999,0.13848989
1732924331908,BTC-USDT,97355.6,97368.1,12.5,0.24220185,0.01283184,4.65666327,0.31369399
1732924332008,BTC-USDT,97332.6,97438.1,105.5,2.208744,0.009,5.89742855,0.03538
1732924332108,BTC-USDT,97349.7,97367.9,18.19999999999709,0.1249449,0.00103253,6.7175607600000005,0.17219943
1732924332208,BTC-USDT,97358.2,97416.3,58.10000000000582,2.51945288,2.51945288,0.01027379,0.01027379
1732924332308,BTC-USDT,97358.2,97399.7,41.5,2.9316803,2.63328029,1.9360731599999998,0.16812276
1732924332408,BTC-USDT,97351.0,97367.9,16.89999999999418,0.0020932700000000004,0.00205306,0.09086658,0.0683988
1732924332508,BTC-USDT,97358.2,97367.9,9.69999999999709,2.8651184400000003,2.51945288,0.55543373,0.16332307
1732924332608,BTC-USDT,97355.7,97365.7,10.0,4.695677279999999,0.0,4.331654279999999,0.02052981
1732924332708,BTC-USDT,97355.7,97365.7,10.0,0.95371482,0.02077214,1.44854813,0.0
1732924333008,BTC-USDT,97334.9,97492.1,157.20000000001164,0.02376,0.02376,0.00562,0.00562
1732924333108,BTC-USDT,97293.2,97447.5,154.3000000000029,0.05143401,0.0,0.7174823499999999,0.7
1732924333308,BTC-USDT,97334.1,97416.0,81.89999999999418,0.05143401,0.0,0.02566351,0.02566351
1732924333508,BTC-USDT,97355.7,97358.3,2.6000000000058208,1.63981128,0.0,1.43403963,0.03632011
1732924333608,BTC-USDT,97353.9,97363.4,9.5,0.43920508,0.0,7.75013543,0.02053031
1732924333708,BTC-USDT,97358.2,97366.0,7.80000000000291,3.3807325599999998,2.54104053,5.85183754,0.0208537
1732924333808,BTC-USDT,97354.5,97364.0,9.5,1.7193403299999999,0.11193468,0.8485921900000001,0.0
1732924333908,BTC-USDT,97354.5,97366.7,12.19999999999709,1.32065703,0.09849154,0.5272060599999999,0.02126042
1732924334008,BTC-USDT,97354.5,97366.7,12.19999999999709,1.0828477299999997,0.07841247,1.0578094999999998,0.0
1732924334108,BTC-USDT,97351.9,97369.4,17.5,0.48230588,0.02633068,0.64822673,0.02572356
1732924334208,BTC-USDT,97351.9,97369.4,17.5,0.26272608,0.02664052,0.7579990099999998,0.02420313
1732924334308,BTC-USDT,97351.9,97369.4,17.5,0.33505926999999996,0.0,1.5734292,0.02480299
1732924334408,BTC-USDT,97356.1,97369.4,13.299999999988358,0.3712099,0.02241524,0.747246,0.02561197
1732924334508,BTC-USDT,97358.2,97369.4,11.19999999999709,2.9165194,2.54412153,0.48296060999999996,0.02446151
1732924334608,BTC-USDT,97354.4,97369.4,15.0,0.18318747000000002,0.0123169,3.1861759199999997,0.0
1732924334708,BTC-USDT,97354.4,97370.0,15.60000000000582,0.42279973000000004,0.0122219,0.76180143,0.04026701
1732924334808,BTC-USDT,97354.4,97364.0,9.60000000000582,0.89029787,0.0,1.07323285,0.0526
1732924334908,BTC-USDT,97353.8,97362.1,8.30000000000291,0.50372486,0.0,0.55516296,0.02053058
1732924335008,BTC-USDT,97353.7,97366.0,12.30000000000291,1.23001392,0.03258018,0.68953514,0.01959749
1732924335108,BTC-USDT,97352.5,97491.4,138.89999999999418,5.409e-05,5.409e-05,0.03538,0.0
1732924335208,BTC-USDT,97353.7,97360.0,6.30000000000291,0.17067596999999998,1.031e-05,1.05689603,0.06291263
1732924335308,BTC-USDT,97353.8,97360.0,6.19999999999709,0.83600808,0.01260793,0.86221453,0.01031263
1732924335408,BTC-USDT,97353.8,97373.4,19.59999999999127,0.8886122,0.03253009,0.71037366,0.04694349
1732924335508,BTC-USDT,97358.2,97491.4,133.1999999999971,2.56104053,2.54104053,0.0179,0.0179
1732924335608,BTC-USDT,97333.2,97392.7,59.5,0.35124358,0.0,0.5383004,0.0
1732924335708,BTC-USDT,97337.8,97394.8,57.0,3.4522770100000004,0.54663087,7.169447669999999,1.57324525
1732924336008,BTC-USDT,97285.3,97410.1,124.80000000000291,0.051438580000000005,0.05138,0.09399,0.05538
1732924336508,BTC-USDT,97333.1,97491.4,158.29999999998836,0.009,0.009,0.01682,0.01682
1732924336708,BTC-USDT,97330.9,97394.7,63.80000000000291,0.79589614,0.62788046,2.05220521,0.50752323
1732924336808,BTC-USDT,97358.0,97358.3,0.3000000000029104,0.6409935099999999,0.02624853,5.80272221,0.00972011
1732924336908,BTC-USDT,97354.7,97358.3,3.6000000000058208,0.87480052,0.0,0.7483439199999999,0.03632011
1732924337008,BTC-USDT,97288.8,97491.4,202.59999999999127,0.22308497,0.22308497,0.00116634,0.00115
1732924337608,BTC-USDT,97358.2,97491.4,133.1999999999971,2.54418011,2.54412153,0.02122,0.02122
1732924337708,BTC-USDT,97328.8,97409.4,80.59999999999127,0.51683826,0.51683826,5.325571,0.20969101
1732924337808,BTC-USDT,97353.8,97361.3,7.5,1.2279336600000001,0.0,1.4262321199999999,0.02053076
1732924338108,BTC-USDT,97330.3,97400.9,70.59999999999127,0.51683826,0.009,0.010753140000000001,0.00187314
1732924338608,BTC-USDT,97358.2,97491.4,133.1999999999971,2.54146053,2.54104053,0.00656,0.00656
1732924338708,BTC-USDT,97353.6,97360.0,6.399999999994179,0.7047507900000001,0.00205306,2.54682826,0.06291263
1732924338808,BTC-USDT,97350.3,97360.0,9.69999999999709,0.58574235,0.02760262,0.7981070400000001,0.01031263
1732924338908,BTC-USDT,97353.5,97363.9,10.39999999999418,0.96514227,0.03291888,0.9187242099999999,0.01632011
1732924339008,BTC-USDT,97358.2,97401.0,42.80000000000291,2.50374438,2.50374438,0.59671149,0.0
1732924339308,BTC-USDT,97358.2,97366.0,7.80000000000291,3.26049491,2.46644823,0.6980377400000002,0.01237057
1732924339508,BTC-USDT,97325.0,97404.5,79.5,0.06669670999999999,0.04615715,0.04661106,0.04661106
1732924339608,BTC-USDT,97358.2,97365.6,7.400000000008731,3.69100873,2.46952923,0.47587853999999996,0.01981848
1732924339708,BTC-USDT,97329.1,97401.0,71.89999999999418,5.858e-05,0.0,0.30191365000000003,0.0
1732924339808,BTC-USDT,97358.2,97360.0,1.8000000000029104,3.65325295,2.43072923,1.09596849,0.06291263
1732924339908,BTC-USDT,97333.3,97466.1,132.8000000000029,0.23177082,0.00966666,0.012537369999999999,0.00125373
1732924340008,BTC-USDT,97358.2,97358.3,0.10000000000582077,3.45060058,2.40139781,0.99344949,0.03734724
1732924340108,BTC-USDT,97353.7,97360.3,6.600000000005821,1.56190746,1.031e-05,0.69405826,0.02053096
1732924340208,BTC-USDT,97337.8,97372.8,35.0,0.50041017,0.09245956,0.55069427,0.0429204
1732924340308,BTC-USDT,97358.2,97360.3,2.1000000000058208,6.051636860000001,2.38080942,5.07979102,0.0
1732924340408,BTC-USDT,97358.2,97363.9,5.69999999999709,2.658264709999999,2.37050942,0.51455613,0.02643979
1732924340508,BTC-USDT,97358.2,97360.8,2.6000000000058208,3.0800222899999996,2.37772842,1.09524985,0.02053086
1732924340608,BTC-USDT,97358.2,97358.3,0.10000000000582077,3.6818909599999996,2.68556842,1.3053085400000002,0.01074724
1732924340708,BTC-USDT,97355.3,97360.8,5.5,0.7581606799999999,0.02007144,1.3944596200000001,0.0
1732924340808,BTC-USDT,97358.2,97367.2,9.0,4.153991830000001,2.67348597,0.96756412,0.02114309
1732924340908,BTC-USDT,97355.3,97360.4,5.099999999991269,0.2927334,0.0,1.29791905,0.02053094
1732924341008,BTC-USDT,97353.7,97358.3,4.600000000005821,0.5621193800000001,0.02099804,0.8241106800000001,0.03632011
1732924341108,BTC-USDT,97355.0,97366.0,11.0,1.2082317099999997,0.0,0.21988723999999998,0.01299102
1732924341208,BTC-USDT,97346.0,97491.4,145.39999999999418,0.40072643999999996,0.39966393,0.123228,0.0
1732924341308,BTC-USDT,97354.1,97358.3,4.19999999999709,1.89256273,0.0128329,1.05027768,0.00972011
1732924341408,BTC-USDT,97354.1,97358.3,4.19999999999709,1.9202579299999998,0.0,0.9373492600000002,0.03632011
1732924341508,BTC-USDT,97229.6,97373.4,143.79999999998836,0.12,0.12,0.2330079,0.02771225
1732924341708,BTC-USDT,97259.9,97404.0,144.10000000000582,0.5281777,0.5281777,0.20040318,0.20040318
1732924341808,BTC-USDT,97332.0,97398.4,66.39999999999418,3.48783321,0.10211406,0.04502315,0.04502315
1732924341908,BTC-USDT,97346.0,97404.4,58.39999999999418,0.39232426000000004,0.37925204,0.24529506,0.0
1732924342008,BTC-USDT,97353.5,97358.3,4.80000000000291,1.1979878899999998,0.0,1.78064005,0.03734724
1732924342108,BTC-USDT,97346.0,97403.9,57.89999999999418,0.34983828,0.33057209,0.20976585,0.0
1732924342208,BTC-USDT,97353.9,97360.9,7.0,1.06281888,0.02064392,7.131683449999999,0.0
